204
8
5,8,8,7,0,8.75,0,0,0
6,8,8,8.5,8.5,7.5,8.5,8.5,0
10,10,10,10,9.8,9.5,9.8,10,0.5
7,10,8,5.5,5,9.25,9.75,8,0
4,6,8,9.5,9.75,9.9,5,10,0
7,8,7,4,10,9.9,9.75,10,0
6,7,7,6,7.5,8.25,9,9.9,0
7,9.75,6,5,8,6.5,9.5,7.5,0.1
9,10,10,10,9.5,9,10,9.9,0.2
4,9.8,0,0,7,4,7,8,0
10,10,10,10,10,9.9,10,10,0.5
7,10,8,9.9,9.9,9.75,9.75,8,0
7,8,9.25,8,9.5,6.5,10,9.9,0
8,10,10,9.8,10,9.8,10,10,0.1
7,9.5,7,10,9.8,9.6,10,8,0
8,8.5,8,9.5,9.8,9,9.25,9.5,0
10,10,10,10,9.9,10,10,10,0.3
7,8,6,7,9.25,9,8.75,9.5,0
7,9.5,9,10,9.8,9.25,10,8.5,0
7,9.25,10,9.5,10,9,10,9.8,0.1
8,9.25,9.75,10,10,9.9,10,10,0
9,10,10,10,10,10,10,10,0.5
8,9.5,8.8,10,10,6.5,10,9.25,0
9,10,9.9,10,9.5,10,10,10,0.5
8,9.2,7.75,8,9,9.8,9.75,7.5,0
9,9,10,10,10,10,9.8,10,0.1
7,10,7.6,5.8,9.8,9.5,9.5,9.8,0
5,8,6,0,0,5.75,8,8,0
8,7,10,8,10,8,10,10,0
9,10,9.8,9.8,9,9,10,10,0
9,10,10,9.8,9.5,9.5,10,9.8,0
9,10,10,10,10,10,10,10,0
9,10,8.8,9.8,0,8.5,9.75,10,0
7,8,8.8,9.5,9.5,5,5.75,8.75,0
8,9.7,8.7,8,9.5,9.25,5.75,10,0
9,10,9.3,9.5,10,5.75,9.75,8.75,0
7,10,10,7.6,7,8,9.75,9.25,0
8,10,10,9,9.8,9.25,10,9.5,0
7,10,8.5,9,10,7,9.75,9,0
10,10,10,10,10,10,10,10,0.5
9,10,10,9.5,9.9,10,10,9.5,0
6,10,9.75,9.25,9.8,9.9,10,9.5,0
7,9.8,9.5,9.9,10,9.5,10,9.6,0
10,10,10,10,10,10,10,10,0.4
9,10,10,10,10,10,10,10,0.4
8,6,10,10,10,10,10,9.6,0.1
7,5.5,8.4,10,10,6,10,0,0
6,8,7,3,3,5.75,6,9.6,0.2
10,10,10,9.75,10,9.8,10,9.8,0.5
8,9.8,5.8,9.25,9.25,8.25,9.5,9.25,0
7,10,9.8,10,9.8,10,9.9,10,0
6,7,8,6,0,9.25,9,0,0
10,10,10,10,10,10,10,9.8,0.5
9,10,9,10,10,9,10,10,0.4
6,10,9,9.75,9.5,10,0,10,0
8,10,10,10,10,9,10,10,0
8,10,5.1,9.75,9.75,9,9.75,10,0
7,10,9,9.75,10,10,10,10,0
8,10,10,10,9.5,10,10,10,0.2
10,10,9,10,9.5,9,10,10,0.4
6,10,5.4,9.5,9.5,10,10,8.5,0
6,10,5.1,9,9.5,9,10,0,0
10,10,10,10,10,10,10,10,0.4
7,10,9,10,10,10,10,10,0.2
9,10,10,10,10,10,10,10,0
10,10,9.5,10,10,10,10,10,0.2
8,10,10,10,10,10,10,10,0.1
10,9,10,10,10,10,10,10,0.4
4,9.5,10,7,10,10,9,1,0
10,10,10,10,10,10,10,10,0.3
6,10,8,9,10,10,10,1,0
10,10,10,10,10,10,10,10,0.4
10,10,10,10,10,10,10,10,0.4
6,10,6,10,6,0,8,1,0
8,10,10,10,9.5,10,10,10,0
7,9,10,10,10,10,10,10,0.1
10,10,10,10,10,10,10,10,0
10,9,10,10,10,10,10,10,0.5
7,8,9,9,10,10,10,10,0
7,9,8,10,10,8,10,10,0
7,10,9,10,10,10,10,10,0
9,10,10,10,10,10,10,10,0
7,10,9,10,10,9.25,10,10,0
7,10,10,10,9,9.9,10,10,0
6,9,10,6,10,10,1,10,0
8,9.5,9,10,10,10,10,1,0
6,10,10,10,10,8,10,10,0
8,10,10,10,10,10,10,10,0.2
9,10,10,10,10,10,10,10,0.5
6,9,10,10,10,10,10,10,0
7,10,10,9,9,6,10,0,0
8,6,8,8,10,8,10,10,0
10,10,10,10,10,10,10,10,0.3
6,10,10,9.5,8.5,8.75,10,10,0
6,10,9,10,9,10,10,10,0
6,5.4,0,0,0,0,0,10,0
10,10,9.5,9.5,9,10,10,10,0
7,10,9,8.5,9,10,9,10,0.2
10,10,10,10,10,10,10,10,0.3
7,10,8.5,8.5,9.5,9,8,8,0
10,10,10,10,10,10,10,10,0.5
8,10,10,9,8.5,9.25,8,10,0
7,10,10,5.1,9.5,5.1,8.5,8,0
8,6,10,8,6,8,8,10,0
8,9,9.25,10,10,10,10,8,0.2
10,9.2,10,10,9.75,10,10,10,0.3
10,10,10,9.5,9.5,9.9,9.5,10,0.5
6,8,6,9,9.7,5.5,0,9,0
8,9.9,10,10,10,10,9.8,10,0.1
7,8.5,9.75,9.25,9.9,9.75,9,9,0
8,10,9.5,9,10,9.5,9.5,8.5,0
7,7,5,8.5,9,9.5,8.5,9.5,0
8,10,10,10,10,9.75,10,10,0.1
7,9.2,9.75,9.5,9.8,9.75,9.5,9,0
8,8,6,9.5,9.5,8.75,10,9,0
8,10,10,10,10,10,10,10,0
9,10,10,10,10,10,10,10,0.1
9,10,10,10,10,10,10,10,0
7,10,8,9,8,10,10,10,0
9,10,9.5,9.75,9.5,10,10,10,0
7,10,8.5,9.5,9.5,7,9.5,10,0
7,10,9.5,9.5,10,10,10,10,0
8,10,10,9.5,10,10,10,10,0
10,10,10,10,10,9.5,10,10,0.3
10,10,9.5,10,10,10,10,10,0.5
10,10,10,10,10,10,10,10,0
9,10,10,9.5,9.5,9,10,10,0.1
7,10,9,9.5,10,8,10,10,0.2
8,10,10,9.5,10,10,10,10,0.1
10,10,10,9.75,10,9,10,10,0.3
8,10,10,9.5,10,10,10,10,0.2
4,9.6,9.5,9.7,0,7,7,0,0
8,8.5,9.75,10,9.8,9.5,9.5,9,0
10,10,10,10,9.8,10,9.75,9.9,0.5
9,10,9.75,10,10,10,9.5,10,0.2
10,10,9.5,10,10,9.75,9.5,10,0.5
4,10,8.5,6,0,9.75,4,9.9,0.1
8,9.9,9.5,10,10,9.75,9.5,9.5,0
8,10,8,10,10,10,9.9,9,0
9,10,10,10,10,10,10,9.5,0.1
8,10,10,10,9.8,10,10,9.9,0
4,8.5,5,5,0,5,0,9,0
8,7,8.5,3,9.75,8.75,0,9,0
6,8,4.2,3,7,7.5,7,10,0
6,3,5.4,7,10,8,10,9.75,0
9,10,10,10,10,9.5,10,10,0
9,9.5,9,8.5,9.5,5.4,10,10,0
8,10,9.5,5.4,9.5,10,10,10,0
8,10,9,9.5,9,10,10,10,0
7,10,8.5,10,10,10,10,10,0
6,7,8.5,8.5,8,5.25,10,10,0
8,10,10,10,10,10,10,10,0.5
7,10,10,10,9,9.5,10,9.5,0
7,9,10,10,8,10,10,10,0.1
6,10,6.6,5.4,0,6,8,10,0
7,9.5,8.5,9,9,5.4,10,7,0
5,0,3.6,0,6,4.8,10,8,0
6,9,8.5,5.7,9.75,7.5,0,7,0
6,10,10,9.5,10,9.5,9,10,0
6,9,7.2,9.5,9.5,9,10,9,0
8,10,8.5,9,10,8.5,7,10,0
6,9,4.8,5.7,9.5,7.5,6,10,0
6,10,0,5.4,9,8.5,10,0,0
7,10,10,9,10,10,10,10,0
8,10,8,9,9,10,10,10,0
7,10,8,9,10,7,10,10,0
6,10,6,4.8,4.8,9,10,9.5,0
6,8.5,6,5.4,9,8.5,8,8,0
7,10,7.4,9.5,0,10,10,8,0
10,10,9.5,10,10,10,10,10,0.5
7,10,9.5,10,9.5,10,10,10,0
9,10,9.5,9,9,9.5,10,10,0.1
10,10,9.5,9,9.75,9.5,10,10,0.4
8,10,10,10,10,10,10,10,0
9,10,10,10,10,10,10,10,0.5
5,10,8.5,6,5.6,6,8,0,0
7,9,9,9.5,8.5,10,10,8,0
8,10,9,10,10,9,10,10,0
7,10,10,9.5,5.6,10,0,7,0
9,10,9.5,10,9.5,10,10,9.75,0.5
7,10,9,10,9.5,9.5,10,10,0.1
8,9,8,9.25,8.5,8,8.5,8,0.1
5,7,8,3,0,9.5,0,8.5,0
8,10,9.5,10,9,9.5,10,10,0.1
8,10,9,8.5,8.5,9.75,10,0,0
4,8,1,1,10,1,1,1,0.1
6,10,6.4,4.2,9,8.75,10,10,0
7,10,7,10,7,10,7,10,0.1
7,10,10,10,0,10,9.9,10,0.1
8,10,10,10,10,10,10,10,0
9,10,10,10,9.9,9.5,10,10,0
9,10,10,10,10,10,10,10,0.3
6,9,2.4,0,9,9.75,10,0,0
5,0,5.4,6,0,6,8,10,0
10,8,10,9.5,9.5,10,10,10,0.4
6,10,9.8,10,9.8,3,0,0,0
7,10,10,10,10,10,10,10,0.5
5,8,7,10,9,5,0,0,0
5,9,0,0,0,0,0,9,0
8,8,8,8,10,9,10,10,0
7,7.2,6,0,0,8,10,10,0
6,5.8,5.8,9,0,9,6,9.6,0
5,1,1,1,1,8,10,10,0
6,6,8,10,0,10,10,6,0
